길명,길소개,총길이,총소요시간,시작지점명,시작지점도로명주소,시작지점소재지지번주소,종료지점명,종료지점소재지도로명주소,종료지점소재지지번주소,경로정보,관리기관전화번호,관리기관명,데이터기준일자,위도,경도,제공기관코드,제공기관명
역사문화부잣길A,청정지역인 의령에 있는 하천과 들판의 진면목을 느낄 수 있음,6.3,2시간 30분,공영주차장,경상남도 의령군 정곡면 법정로8길,경상남도 의령군 정곡면 중교리 491-3,공영주차장,경상남도 의령군 정곡면 법정로8길,경상남도 의령군 정곡면 중교리 491-3,공영주차장-월척기원길-탑바위길-호국의병의길-부자들판길-부자소망길-공영주차장,055-570-2514,경상남도 의령군청,2021-12-02,,,5390000,경상남도 의령군
역사문화부잣길B,청정지역인 의령에 있는 하천과 들판의 진면목을 느낄 수 있음,12.8,5시간,공영주차장,경상남도 의령군 정곡면 법정로8길,경상남도 의령군 정곡면 중교리 491-3,공영주차장,경상남도 의령군 정곡면 법정로8길,경상남도 의령군 정곡면 중교리 491-3,공영주차장-월척기원길-탑바위길-호국의병의길-남가람길-가야역사실-마실길-산너머길-성황리소나무길-산들사잇길-부자소망길-공영주차장,055-570-2514,경상남도 의령군청,2021-12-02,,,5390000,경상남도 의령군
비채길,비움과 채움의길로 큰산(보덕산)과 연계한 지역공간 체험형 길,8.4,2시간 30분,반기문생가,충청북도 음성군 원남면 행치길 17-1,충청북도 음성군 원남면 상당리 600-1,반기문생가,충청북도 음성군 원남면 행치길 17-1,충청북도 음성군 원남면 상당리 600-1,반기문생가→평화랜드→돌담울마을→살구나무쉼터→비채길담장(교회)→하당골마을→하당저수지쉼터→하늘길 임도입구→하당~덕정임도길→큰산(보덕산)정상 전망대→등산로 쉼터→피크닉장→반기문기념관→반기문생가,043-871-3752,충청북도 음성군청,2021-11-30,,,4470000,충청북도 음성군
용계저수지 둘레길,용계 저수지 주변 백야 지역 문화 관광 길,1.4,30분,용계저수지 둘레길 시점,,충청북도 음성군 금왕읍 용계리 산2-1,용계저수지 둘레길 종점,,충청북도 음성군 금왕읍 백야리 18,용계저수지 둘레길 시점→쉼터→용계저수지 둘레길 종점→쉼터→용계저수지 둘레길 시점,043-871-3752,충청북도 음성군청,2021-11-30,,,4470000,충청북도 음성군
쑥부쟁이(용산저수지)둘레길,쑥부쟁이의 전설이 있는 테마형 문화 관광 길,2.8,1시간10분,봉학골 주차장,,충청북도 음성군 음성읍 용산리 1481-1,봉학골 주차장,,충청북도 음성군 음성읍 용산리 1481-1,봉학골 주차장→무장애나눔길 시점→국궁장 앞→용산저수지 제방→쉼터→무장애나눔길 시점→봉학골 피크닉장→물놀이장→무장애나눔길 종점→봉학골 산림욕장→관리사무소→봉학골주차장,043-871-3752,충청북도 음성군청,2021-11-30,,,4470000,충청북도 음성군
수리산둘레길,생명을 품은 초록숨길,16,4시간,태을초등학교,경기도 군포시 산본로 451-49,경기도 군포시 산본동 1089,시민체육광장,경기도 군포시 산본로 267,경기도 군포시 금정동 871,태을초-노랑바위-명상의숲-상연사-용진사-임도오거리-감투봉-밤바위산-시민체육광장,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
구림산책길,문열면 일렁이는 푸른 숨결,4.8,1시간 40분,8단지 약수터,경기도 군포시 산본동,경기도 군포시 산본동 1146,속달동 마을길,군포시 속달동,군포시 속달동,8단지 약수터-용진사-임도오거리-덕고기갤-제4임도-행복쉼터-튤립나무숲-속달동 마을길,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
풍경소리길,쉬엄쉬엄 걷고 싶을 때,5,1시간 20분,수리산역,경기도 군포시 번영로 385,경기도 군포시 산본동 1231-1,수리사,경기도 군포시 속달로 347-181,경기도 군포시 속달동 329,수리산약-8단지 한양-중앙도서관-용진사-임도오거리-직진방향(수리사)-내리막길-삼거리에서 우회전-수리사,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
바람고갯길,원시의 숲에 부는 바람,5.6,1시간 50분,납덕골주차장,경기도 군포시 속달로 347-181,경기도 군포시 속달동 329,납덕골주차장,경기도 군포시 속달로 347-181,경기도 군포시 속달동 329,납덕골주차장-수리사-임도입구-바람고개-에덴기도원-속달동마을길-납덕골주차장,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
당숲길,오래된 시간 속을 걷다,4.5,1시간,대야미역,경기도 군포시 대야1로28,경기도 군포시 대야미동 229-1,덕고개 당숲,경기도 군포시 속달동,경기도 군포시 속달동 329,대야미역-둔대초등학교-갈치호수-동래정씨마을-덕고개당숲,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
갈치호수길,풍경화 속 옛 이야기를 줍다,5.8,1시간 30분,대야미역,경기도 군포시 대야1로28,경기도 군포시 대야미동 229-1,수리고등학교,경기도 군포시 수리산로 39,경기도 군포시 산본동 1152-4,대야미역-갈치호수-동래정씨묘역-아이파크아파트-김만기 묘역-능내터널-초막골생태공원-수리고등학교,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
안골길,시간이 멈춘 흑백사진 속 풍경들,4,1시간 10분,대야미역,경기도 군포시 대야1로28,경기도 군포시 대야미동 229-1,대야미역,경기도 군포시 대야1로28,경기도 군포시 대야미동 229-1,대야미역-둔대초등학교-죽암마을-안골마을-물말끔터-죽암천생태습지-대야미역,031-390-0668,군포시청,2021-05-17,,,4020000,경기도 군포시
고양누리길 1코스 북한산누리길,고양시 최고봉 북한산을 품고 걷는 역사의 길,6.97,2시간 20분,고양시계,경기 양주시 장흥면 교현리 411-5,경기 양주시 장흥면 교현리 411-5,북한산성입구,서울특별시 은평구 진관동 289,서울특별시 은평구 진관동 289,고양시 통합앱 ’’’’’’’’고양누리길’’’’’’’’ 참조,031-8075-4384,경기도 고양시청,2021-12-01,,,3940000,경기도 고양시
고양누리길 2코스 한북누리길,한북정맥의 기운을 느낄 수 있는 숲속 오솔길,6.5,2시간 10분,북한산성입구,서울특별시 은평구 진관동 289,서울특별시 은평구 진관동 289,삼송역,경기도 고양시 덕양구 삼송로 194,경기도 고양시 덕양구 삼송동 18-5,고양시 통합앱 ’’’’’’’’고양누리길’’’’’’’’ 참조,031-8075-4384,경기도 고양시청,2021-12-01,,,3940000,경기도 고양시
고양누리길 3코스 서삼릉누리길,연인과 함께 걷고 싶은 아름다운 길,8.28,2시간 15분,삼송역,경기도 고양시 덕양구 삼송로 194,경기도 고양시 덕양구 삼송동 18-5,원당역,경기도 고양시 덕양구 고양대로 1429,경기도 고양시 덕양구 성사동 410-7,고양시 통합앱 ’’’’’’’’고양누리길’’’’’’’’ 참조,031-8075-4384,경기도 고양시청,2021-12-01,,,3940000,경기도 고양시
고양누리길 4코스 행주누리길,산+들+하천이 이어지는 낭만의 길,11.9,3시간 20분,원당역,경기도 고양시 덕양구 고양대로 1429,경기도 고양시 덕양구 성사동 410-7,행주산성대첩문,경기도 고양시 덕양구 행주외동 60-9,경기도 고양시 덕양구 행주외동 60-9,고양시 통합앱 ’’’’’’’’고양누리길’’’’’’’’ 참조,031-8075-4384,경기도 고양시청,2021-12-01,,,3940000,경기도 고양시
고양누리길 5코스 행주산성역사누리길,가족과 함께 걷고 싶은 사랑나눔 길,3.7,1시간 30분,행주산성대첩문,경기도 고양시 덕양구 행주외동 60-9,경기도 고양시 덕양구 행주외동 60-9,행주산성대첩문,경기도 고양시 덕양구 행주외동 60-9,경기도 고양시 덕양구 행주외동 60-9,고양시 통합앱 ’’’’’’’’고양누리길’’’’’’’’ 참조,031-8075-4384,경기도 고양시청,2021-12-01,,,3940000,경기도 고양시
고양누리길 6코스 평화누리길,평화통일특별시 고양에서 만나는 특별한 길,11,2시간 40분,행주산성대첩문,경기도 고양시 덕양구 행주외동 60-9,경기도 고양시 덕양구 행주외동 60-9,노래하는 분수대,경기도 고양시 일산동구 호수로 595,경기도 고양시 일산동구 장항동 906,고양시 통합앱 ’’’’’’’’고양누리길’’’’’’’’ 참조,031-8075-4384,경기도 고양시청,2021-12-01,,,3940000,경기도 고양시
동작충효길 1코스 고구동산길,자연이 살아 숨쉬는 공간,3.2,1시간,노들나루공원(배수지공원),서울특별시 동작구 노량진로 247,서울특별시 동작구 본동 258-1,현충원상도출입문,도로명주소없음,서울특별시 동작구 사당동 산31-47,노들나루공원(배수지공원)-노들역-고구동산-중앙대후문-서달산잣나무길-자연학습장-서달산생태다리-동작대전망대-현충원상도출입문,02-820-9848,서울특별시 동작구,2021-07-05,,,3190000,서울특별시 동작구
동작충효길 2코스 현충원길,충(忠)의 정신을 만나는 공간,2.6,50분,현충원상도출입문,도로명주소없음,서울특별시 동작구 사당동 산31-47,동작역,서울특별시 동작구 현충로 257,서울특별시 동작구 동작동 3271,현충원상도출입문-학수약수터갈림길-현충원사당출입문-극동아파트갈림길-정금마을갈림길-이수갈림길-동작역,02-820-9848,서울특별시 동작구,2021-07-05,,,3190000,서울특별시 동작구
동작충효길 3코스 한강나들길,지극한 효심이 함께 하는 공간,4.7,1시간20분,동작역,서울특별시 동작구 현충로 257,서울특별시 동작구 동작동 3271,노량진역,서울특별시 동작구 노량진로 151,서울특별시 동작구 노량진동 67-2,동작역-한강수변길-흑석역-효사정-용양봉저정-노들역-노들나루공원(배수지공원)-사육신역사공원-노량진역,02-820-9848,서울특별시 동작구,2021-07-05,,,3190000,서울특별시 동작구
동작충효길 4코스 노량진길,따뜻한 정을 느낄 수 있는 공간,3.4,1시간,노량진역,서울특별시 동작구 노량진로 151,서울특별시 동작구 노량진동 67-2,신대방삼거리역,서울특별시 동작구 상도로 84,서울특별시 동작구 대방동 336-5,노량진역-노량진수산시장-현대자동차서비스센터-노량진근린공원-견우와직녀교-무장애산책로-용마산정상-신대방삼거리역,02-820-9848,서울특별시 동작구,2021-07-05,,,3190000,서울특별시 동작구
주금산 등산로,베어스타운→갈림길→능선→정산→능선→갈림길→베어스타운,5.1,5시간,베어스타운,,경기도 포천시 내촌면 소학리 산 137-2,베어스타운,,경기도 포천시 내촌면 소학리 산 137-2,베어스타운→갈림길→능선→정산→능선→갈림길→베어스타운,031-538-2039,포천시청,2021-09-30,,,5600000,경기도 포천시
지장산 등산로,중리저수지→계곡→잘루맥이고개→정상→화인봉→삼형제봉→향로봉→중리저수지,13.4,6시간20분,중리저수지,,경기도 포천시 관인면 중리 986,중리저수지,,경기도 포천시 관인면 중리 986,중리저수지→계곡→잘루맥이고개→정상→화인봉→삼형제봉→향로봉→중리저수지,031-538-2039,포천시청,2021-09-30,,,5600000,경기도 포천시
종자산 등산로,해뜨는마을→정상→능선→중리저수지,6.2,4시간,해뜨는마을,경기도 포천시 관인면 창동로 653-4,경기도 포천시 관인면 중리 616-3,중리저수지,,경기도 포천시 관인면 중리 986,해뜨는마을→정상→능선→중리저수지,031-538-2039,포천시청,2021-09-30,,,5600000,경기도 포천시
국망봉 등산로,종합안내판→능선→정상→능선→대피소→임도→계곡→장암저수지,9.1,7시간20분,종합안내판,,경기도 포천시 이동면 장암리 40-51,장암저수지,,경기도 포천시 이동면 장암리 3-13,종합안내판→능선→정상→능선→대피소→임도→계곡→장암저수지,031-538-2039,포천시청,2021-09-30,,,5600000,경기도 포천시
청계산 등산로,종합안내판→우측능선→갈마고개→정상→능선→청계저수지,7.3,6시산,청계저수지,,경기도 포천시 일동면 기산리 1-76,청계저수지,,경기도 포천시 일동면 기산리 1-76,종합안내판→우측능선→갈마고개→정상→능선→청계저수지,031-538-2039,포천시청,2021-09-30,,,5600000,경기도 포천시
천주산 등산로,농업기술센터→능선→정상→능선→기지리,6.1,3시간,농업기술센터,경기도 포천시 신북면 틀못이길 11-88,경기도 포천시 신북면 기지리 647-1,기지리,,경기도 포천시 신북면 기지리 156-3,농업기술센터→능선→정상→능선→기지리,031-538-2039,포천시청,2021-09-30,,,5600000,경기도 포천시
대장금마실길(2코스),대장금 마실길은 맑은 공기와 아픔다운 풍경이 일품인 정읍 옥정호에 만들어진 산책길입니다. 산수가 수려한 장금산 일원은 조선왕조실록에서 중종(中宗)의 총애를 받은 의녀(醫女)로 기록되어 있는 대장금의 고향으로 알려져 있습니다.,5.23,2시간40분,난국정,,전라북도 정읍시 종성리 1040-3,난국정,,전라북도 정읍시 종성리 1040-3,난국정→황토마을→중곡→바람골→장금산→난국정,063-539-5757,전라북도 정읍시청,2021-12-21,,,4690000,전라북도 정읍시
