관리번호,인허가일자,인허가취소일자,영업상태구분코드,폐업일자,휴업시작일자,재개업일자,야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,시설면적,문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,보험기관명,건물용도명,지상층수,지하층수,객실수,보험시작일자,보험종료일자,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
,,,,,,,대회산 캠핑장,야영장,38.067393,127.239546,경기도 포천시 영북면 대회산길 79-89,,031-531-3315,139,,,,,,,,,,,,,,,,556,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,샬롬빌리지 펜션 야영장,야영장,37.6978019,128.4754222,강원도 평창군 용평면 이승복생가길 114,"강원도 평창군 용평면 노동리 91, 92-7",033-332-2554,15,,102,,,,,,,,,,,,,,60,20,"샤워실,화장실,개수대","소화기, CCTV",해당없음,14:00~익일11:00,"40,000원 50,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,아트인아일랜드야영장,야영장,37.6210102,128.3534348,,강원도 평창군 봉평면 원길리 1041-4,033-336-1771,30,,0,,,,,,,,,,,,,,150,50,"샤워실,화장실,개수대","소화기, CCTV, 방송시설, 대피용공간",해당없음,13:00~익일12:00,"60,000원~90,000원",033-330-2752,평창군청,2019-05-31,4280000,강원도 평창군
,,,,,,,청포대휴야영장,야영장,36.6367584458,126.301710277,충청남도 태안군 남면 원청리 512-142,충청남도 태안군 남면 원청리 512-42,041-670-2114,10,1430,,,,,,,,,,,,,,,40,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
,,,,,,,은빛모래야영장,야영장,36.8978482869,126.2049155766,충청남도 태안군 원북면 방갈리 515-175,충청남도 태안군 원북면 방갈리 515-175,041-670-2114,20,3341,,,,,,,,,,,,,,,80,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
,,,,,,,태안캠핑농원,야영장,36.9200523271,126.2924883937,충청남도 태안군 이원면 내리 958-2,충청남도 태안군 이원면 내리 958-2,041-670-2114,25,4607,,,,,,,,,,,,,,,100,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
,,,,,,,솔향기캠핑장,야영장,36.7774121737,126.1429475681,충청남도 태안군 소원면 모항리 442-3,충청남도 태안군 소원면 모항리 442-3,041-670-2114,31,11763,,,,,,,,,,,,,,,124,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
,,,,,,,청화산캠프 관광농원,야영장,36.3067851185,128.462185,경상북도 군위군 소보면 소보안계로 646-36,경상북도 군위군 소보면 보현리 10,054-383-8100,4,7601,228.59,,,,,,,,,,,,,,50,15,카라반+편의점+주차장,소방+전기+가스+조명+CCTV+긴급방송,물놀이장+체험농원,15:00~익일12:00,50000원~250000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,팔공SS오토캠핑장,자동차야영장,36.0298741754,128.630724185,경상북도 군위군 부계면 한티로 1525-6,경상북도 군위군 부계면 남산리 1138-4,054-382-0007,38,7440,536.63,,,,,,,,,,,,,,100,10,주차장,소방+전기+가스+조명+CCTV+긴급방송,물놀이장,15:00~익일11:00,30000원~200000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,아날로그데이,자동차야영장,36.049944,128.654776,경상북도 군위군 부계면 원효길 1,경상북도 군위군 부계면 대율리 1257-4,054-382-1275,8,3017,451,,,,,,,,,,,,,,50,10,편의점+주차장,소방+전기+조명+CCTV+긴급방송,물놀이장,14:00~익일13:00,45000원~130000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,군위댐야영장,야영장,36.119373,128.788424194,경상북도 군위군 고로면 화북3길 38-10,경상북도 군위군 고로면 화북리 204,054-000-0000,4,650,76.5,,,,,,,,,,,,,,16,2,편의점+주차장,소방+전기+긴급방송,,14:00~익일13:00,30000원~200000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,솔담길오토캠핑장,자동차야영장,36.0628526403,128.65403636,경상북도 군위군 부계면 한밤8길 2,경상북도 군위군 부계면 대율리 644-1,054-383-3660,30,10668,272.3,,,,,,,,,,,,,,140,40,카라반+주차장+관리실,소방+전기+조명+CCTV+긴급방송,물놀이장+방방,14:00~익일12:00,40000원~150000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,위천수변테마파크,자동차야영장,36.1761825664,128.5852882892,경상북도 군위군 효령면 간동유원지길 8,경상북도 군위군 효령면 병수리 730,054-383-7778,38,7610,97.88,,,,,,,,,,,,,,150,20,주차장+관리실,소방+전기+조명+CCTV+긴급방송,물놀이장+공원,14:00~익일12:00,25000원~30000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,동산계곡야영장,야영장,36.046472,128.665661,경상북도 군위군 부계면 원효길 129-9,경상북도 군위군 부계면 동산리 417,054-380-6915,4,1468,230.63,,,,,,,,,,,,,,16,10,주차장,소방+긴급방송,,14:00~익일12:00,80000원~120000원,054-380-6916,경상북도 군위군청,2019-09-05,5140000,경상북도 군위군
,,,,,,,예산느티나무캠핑장,야영장,36.5969363734,126.9099501317,충청남도 예산군 신양면 차동송정길 2-71,,041-333-2442,50,5862,197,,,,,,,,,,,,,,200,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,가루실 캠프,야영장,36.6562370102,126.6436767296,충청남도 예산군 덕산면 가루실길 229-23,,041-337-9613,21,3083,79,,,,,,,,,,,,,,84,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,파인힐 캠프,야영장,36.6439248215,126.6029129114,충청남도 예산군 덕산면 외라2길 60-24,,000-000-0000,25,9990,118,,,,,,,,,,,,,,100,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,농업회사법인 주식회사 태신목장 예산지점,야영장,36.8018859626,126.7082680067,충청남도 예산군 고덕면 몽곡상몽길 373-7,,041-356-3154,29,4980,116,,,,,,,,,,,,,,116,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,피플앤독힐링캠핑장,야영장,36.6453186916,126.8725792438,충청남도 예산군 신양면 귀곡동절길 28-1,,041-331-3312,3,1299,35,,,,,,,,,,,,,,15,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,주식회사 제이에스글로벌,자동차야영장,36.6948971678,126.6565636988,충청남도 예산군 덕산면 온천단지3로 42-3,,041-337-7401,1,890,18,,,,,,,,,,,,,,55,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,피플앤독느티캠핑장,야영장,36.6286368017,126.8692123609,충청남도 예산군 신양면 불원귀곡길 108,,041-331-3312,20,5171,285,,,,,,,,,,,,,,80,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,예당관광지국민여가캠핑장,자동차야영장,36.6366187504,126.7980041266,충청남도 예산군 응봉면 예당관광로 123,,041-339-8282,27,6797,257,,,,,,,,,,,,,,108,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,예산군예당관광지야영장,야영장,36.6380125162,126.7994317430,충청남도 예산군 응봉면 예당관광로 161,,041-339-8282,9,6740,136,,,,,,,,,,,,,,50,,상하수도시설+화장실+취사시설,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,수덕 캠핑장,야영장,36.6721298240,126.6474829667,충청남도 예산군 덕산면 노곡길 15,,000-000-0000,29,5624,142,,,,,,,,,,,,,,90,,상하수도시설+전기시설+화장실+취사시설+샤워실,소화기+확성기+안전게시물+대피공간+관리요원,,,,041-339-7303,예산군청,2019-09-26,4610000,충청남도 예산군
,,,,,,,깊이울 달빛 캠핑장,야영장,37.921397,127.1688188,경기도 포천시 신북면 깊이울로 204,경기도 포천시 신북면 심곡리 734-3,031-000-0000,19,,,,,,,,,,,,,,,,76,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,채움 관광농원,야영장,38.06521137,127.3897588,경기도 포천시 이동면 화동로 2496-22,경기도 포천시 이동면 도평리 94,031-000-0000,11,,,,,,,,,,,,,,,,44,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,메사 캠핑장,야영장,38.0779069,127.3876549,경기도 포천시 이동면 금강로 6145-45,경기도 포천시 이동면 도평리 498-4,031-000-0000,47,,,,,,,,,,,,,,,,188,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,큰마당캠핑장,야영장,38.067805,127.382162,경기도 포천시 이동면 화동로2457번길 76-1,경기도 포천시 이동면 도평리 471,031-000-0000,14,,,,,,,,,,,,,,,,56,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,테이스트캠프,야영장,38.063361,127.3892747,경기도 포천시 이동면 화동로 2498-1,경기도 포천시 이동면 도평리 102-1,031-000-0000,8,,,,,,,,,,,,,,,,32,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,치유의 숲 야영장,야영장,37.92811877,127.1405398,경기도 포천시 신북면 탑신로 866-15,경기도 포천시 신북면 금동리 28-2,031-000-0000,10,,,,,,,,,,,,,,,,40,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,각흘계곡캠핑장,야영장,38.1001099,127.392377,경기도 포천시 이동면 금강로 6439,경기도 포천시 이동면 도평리 산18-1,031-000-0000,35,,,,,,,,,,,,,,,,140,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,홀스킹덤 팜스테이,야영장,37.78029256,127.2416194,경기도 포천시 내촌면 소리개길 108-13,경기도 포천시 내촌면 내리 91,031-000-0000,13,,,,,,,,,,,,,,,,52,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,지니어스관광농원,야영장,38.047603,127.370879,경기도 포천시 이동면 여우고개로 588,경기도 포천시 이동면 장암리 650-14,031-000-0000,6,,,,,,,,,,,,,,,,24,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,뉴힐링캠프,야영장,38.07536602,127.3888052,경기도 포천시 이동면 금강로 6135-19,경기도 포천시 이동면 도평리 490-4,031-000-0000,23,,,,,,,,,,,,,,,,92,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,운산리 구라이골 캠핑장,야영장,38.058661,127.204862,,경기도 포천시 창수면 운산리 237-15,031-536-0008,23,,,,,,,,,,,,,,,,92,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,깊이울관광농원(깊이울 캠핑장),야영장,37.92397372,127.1759219,경기도 포천시 신북면 깊이울로 139-8,경기도 포천시 신북면 심곡리 699,031-000-0000,7,,,,,,,,,,,,,,,,28,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,아프리카예술박물관 캠핑장,야영장,37.775906,127.138878,경기도 포천시 소흘읍 광릉수목원로 967,경기도 포천시 소흘읍 무림리 41,031-543-3600,24,,,,,,,,,,,,,,,,96,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,계곡과느티나무 캠핑장,야영장,38.01894917,127.3644961,경기도 포천시 이동면 화동로 1925-47,경기도 포천시 이동면 연곡리 935,031-000-0000,20,,,,,,,,,,,,,,,,80,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,HJ글램핑,야영장,38.0785961,127.3895481,경기도 포천시 이동면 금강로 6169,경기도 포천시 이동면 도평리 512-4,031-000-0000,12,,,,,,,,,,,,,,,,48,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,아쿠아마린 글램핑,야영장,38.040870,127.368413,경기도 포천시 성장로1289번길 204,경기도 포천시 이동면 도평리 333,031-000-0000,22,,,,,,,,,,,,,,,,88,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,해오름 글램핑,야영장,37.77765678,127.1460526,경기도 포천시 소흘읍 광릉수목원로874번길 5,경기도 포천시 소흘읍 이곡리 479-8,031-000-0000,9,,,,,,,,,,,,,,,,36,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,하늘숲 글램핑,야영장,37.77799164,127.1462939,경기도 포천시 소흘읍 광릉수목원로874번길 9,경기도 포천시 소흘읍 이곡리 464-8,031-000-0000,5,,,,,,,,,,,,,,,,20,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,소나무농원 캠핑장,자동차야영장,37.99529664,127.1571664,경기도 포천시 창수면 포천로2811번길 152-70,경기도 포천시 창수면 추동리 825-3,031-000-0000,11,,,,,,,,,,,,,,,,44,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,알프스농원 캠핑장,자동차야영장,37.99435165,127.1550651,경기도 포천시 창수면 포천로2811번길 180-20,경기도 포천시 창수면 추동리 821-10,031-000-0000,26,,,,,,,,,,,,,,,,104,,"화장실, 샤워실, 매점",소화기,,,,031-538-3364,경기도 포천시청(관광산업과),2019-09-09,5600000,경기도 포천시
,,,,,,,속리산사내리캠핑장,야영장,36.530788,127.824829,충청북도 보은군 속리산면 법주사로 248-46,충청북도 보은군 속리산면 사내리 270-2,043-544-5453,80,,60.06,,,,,,,,,,,,,,300,,매점,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"30,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
,,,,,,,정이품송캠핑장,야영장,36.47179432,127.7917574,충청북도 보은군 장안면 개안길 107,충청북도 보은군 장안면 개안리 147-1,070-7783-3977,18,,,,,,,,,,,,,,,,72,,-,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"30,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
,,,,,,,어라운드빌리지,야영장,36.44595292,127.753380005,충청북도 보은군 탄부면 사직 1길 34,충청북도 보은군 탄부면 사직리 151-3,070-8650-6375,45,,995.08,,,,,,,,,,,,,,80,,매점,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"35,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
,,,,,,,사나래캠핑장,야영장,36.5739872,127.7712327,충청북도 보은군 산외면 속리산로 1770,충청북도 보은군 산외면 장갑리 318,000-000-0000,40,,1023.25,,,,,,,,,,,,,,160,,매점,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"35,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
,,,,,,,속리산알프스야영장,야영장,36.57436508,127.7790838,충청북도 보은군 산외면 속리산로 1842-12,충청북도 보은군 산외면 장갑리 11-2,000-000-0000,10,,,,,,,,,,,,,,,,40,,-,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"35,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
,,,,,,,보은글램핑,야영장,36.52533459,127.7859832,충청북도 보은군 속리산면 속리산로 1029-13,충청북도 보은군 속리산면 중판리 171-2,000-000-0000,12,,179.99,,,,,,,,,,,,,,48,,-,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"200,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
