관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
탑산약수온천,관광지,경상북도 의성군 봉양면 도리원2길 88-42,경상북도 의성군 봉양면 구산리 1635,36.3039619471,128.5892642391,4958.6776,관리사무소 + 화장실 + 주차장,객실2,,,,,1997-12-31,1000,200,몸에 기를 넣어 건강을 증진시키는 유기 게르마늄 성분이 들어있는 세계 최고 게르마늄 함유 온천,054-830-6097,경상북도 의성군청,2020-12-10,5150000,경상북도 의성군
대둔산도립공원,관광지,전라북도 완주군 운주면 대둔산공원길 23,,36.11708032,127.3328815,72.64,관리사무소+케이블카,유,관리사무소+케이블카,관리사무소+케이블카,관리사무소+케이블카,,2021-06-16,10000,300,사계절이 모두 아름다운 완주의 자랑이자 보물인 산,063-290-2742,전라북도 완주군청,2021-06-16,4720000,전라북도 완주군
고산자연휴양림,관광지,전라북도 완주군 고산면 고산휴양림로 246,,35.96224205,127.2328719,692,"물놀이장, 물썰매장, 임간수련장, 숲속의집, 야영장, 삼림욕장, 등산로",유,"물놀이장, 물썰매장, 임간수련장, 숲속의집, 야영장, 삼림욕장, 등산로","물놀이장, 물썰매장, 임간수련장, 숲속의집, 야영장, 삼림욕장, 등산로","물놀이장, 물썰매장, 임간수련장, 숲속의집, 야영장, 삼림욕장, 등산로",,2021-06-16,5000,200,숲에서 산림욕을 즐길 수 있는 사계절 가족휴양지,063-290-2766,전라북도 완주군청,2021-06-16,4720000,전라북도 완주군
모악산도립공원,관광지,전라북도 완주군 구이면 모악산길 91,,35.72946608,127.1098589,44.22,관리사무소+공영주차장,유,관리사무소+공영주차장,관리사무소+공영주차장,관리사무소+공영주차장,,2021-06-16,10000,300,금산사를 안고있는 특히 봄의 풍경이 아름답기로 유명한 산,063-290-2753,전라북도 완주군청,2021-06-16,4720000,전라북도 완주군
대아수목원&대아호,관광지,전라북도 완주군 동상면 대아수목로 94-34,,35.97623865,127.3003851,150,"수목원, 천연림, 건축시설, 교육시설",유,"수목원, 천연림, 건축시설, 교육시설","수목원, 천연림, 건축시설, 교육시설","수목원, 천연림, 건축시설, 교육시설",,2021-06-16,1000,145,대아저수지의 맑은 물과 수려한 자연경광 속에 자리하고 있는 곳,063-280-4590,전라북도,2021-06-16,4720000,전라북도 완주군
위봉사&위봉폭포&위봉산성,관광지,전라북도 완주군 소양면 위봉길 53,,35.9105769,127.2572831,29,주차장,무,주차장,주차장,주차장,,2021-06-16,200,20,위봉사는 세마리 봉황이 날고 있는 자리에 절을 짓고 이름붙였다는 이야기가 전해져 오는 곳,063-243-7657,위봉사,2021-06-16,4720000,전라북도 완주군
화암사,관광지,전라북도 완주군 경천면 화암사길 271,,36.06629938,127.2872339,1083,"주차장, 공중화장실",무,"주차장, 공중화장실","주차장, 공중화장실","주차장, 공중화장실",,2021-06-16,50,20,세월의 흐름을 멋지게 담고있는 아름다운 사찰,063-261-7576,화암사,2021-06-16,4720000,전라북도 완주군
비비정,관광지,전라북도 완주군 삼례읍 비비정길 96-9,,35.90154901,127.071693,98,주차장,무,주차장,주차장,주차장,,2021-06-16,20,20,만경강의 아름다운 풍경을 한눈에 조망할 수 있는 곳,063-211-7788,비비정,2021-06-16,4720000,전라북도 완주군
비비정예술열차,관광지,전라북도 완주군 삼례읍 비비정길 73-21,,35.89880244,127.0676418,876,"주차장,레스토랑, 아트숍, 카페",무,"주차장,레스토랑, 아트숍, 카페","주차장,레스토랑, 아트숍, 카페","주차장,레스토랑, 아트숍, 카페",,2021-06-16,30,20,"1량은 레스토랑, 1량과 2량 사이의 공간은 음악공연, 2량은 특산물 판매점, 3량에는 편의점과 갤러리, 4량은 카페로 구성되어 있다",063-211-7788,전라북도 완주군청,2021-06-16,4720000,전라북도 완주군
상관 공기마을 편백숲,관광지,전라북도 완주군 상관면 죽림편백길 191-24,,35.737491,127.2023884,86,"공영주차장, 공중화장실",유,"공영주차장, 공중화장실","공영주차장, 공중화장실","공영주차장, 공중화장실",,2021-06-16,1000,100,10만그루의 빽빽한 편백나무가 우거진 숲,063-290-2624,전라북도 완주군청,2021-06-16,4720000,전라북도 완주군
삼례문화예술촌,관광지,전라북도 완주군 삼례읍 삼례역로 81-13,,35.9062351305,127.0658535487,11800,관리사무소+화장실(3동)+주차장,유,관리사무소+화장실(4동)+주차장,관리사무소+화장실(5동)+주차장,관리사무소+화장실(6동)+주차장,,2021-06-16,150,30,수탈의 상징인 양곡창고를 문화예술의 중심지로 탈바꿈시켜 역사적 의미와 문화가 공존하는 삼례만의 독특하고 절묘한 공간,063-290-2614,전라북도 완주군청,2021-06-16,4720000,전라북도 완주군
여수세계박람회장,관광지,전라남도 여수시 박람회길 1,전라남도 여수시 덕충동 2005,34.7521895579,127.7465005087,598000,화장실,"다락휴, 엠블호텔, 베네치아호텔, 유탑마리나리조트","스카이플라이, 아쿠아플라넷, 테디베어월드뮤지엄, 빅오쇼","엑스포아트갤러리, 엑스포기념관",안내소,사무실,2012-04-30,0,1909,2012년 여수세계박람회를 성공적으로 개최한 장소로 단순 공원이 아닌 관광부터 비즈니스까지 원스톱으로 즐길 수 있는 전천후 복합문화체험공단.,1577-2012,2012여수세계박람회재단,2020-08-31,4810000,전라남도 여수시
여수해양공원,관광지,전라남도 여수시 하멜로 96,전라남도 여수시 종화동 458-5,34.7367669832,127.7484079149,0,화장실,,U-Bike,"공연장, 놀이터",관광안내소,관리사무소,2012-01-01,0,214,"해안선을 따라 조성된 1.5km 구간 시민공원으로 아름다운 여수 밤바다를 만끽 할 수 있는 최고의 휴식공간이다. 하멜등대, 해양케이블카, 돌산대교, 거북선대교, 장군도 등이 한눈에 보여 밤바다를 거닐 수 있는 필수 데이트 코스이며, 또한 각종 공연 및 행사가 다채롭게 열려 볼거리가 많다.",061-659-3962,여수시청,2020-08-31,4810000,전라남도 여수시
예술랜드리조트,관광지,"전라남도 여수시 돌산읍 무술목길 142-1,",전라남도 여수시 돌산읍 평사리 산244,34.6951070227,127.7769452235,65904,"화장실, 푸드코트",리조트,"인피니티풀, 트릭아트뮤지엄, 조각공원",,안내데스크,,2018-07-15,0,0,"전 객실 오션뷰, AR로 체험하는 국내 최대 테마형 3D트릭아트뮤지엄, +60미터 미디어 터널과 150미터 암반터널을 통해 만나는 조각공원, 바다를 바라보는 여수 최대규모 1500평 인피니티 풀로 새로운 종합관광지로 자리잡았다.",1522-2600,(주)여수예술랜드,2020-08-31,4810000,전라남도 여수시
여수이순신대교,관광지,전남 여수시 묘도7길 110,전남 여수시 묘도동 산127-37,34.888766,127.705501,0,화장실,,,전망대,안내데스크,사무실,2013-02-08,0,0,"세계최고의 높이를 자랑하는 주탑높이(270m)는 63빌딩보다 높고 주탑간 거리 1,545m는 충무공 이순신 장군의 탄신해인 1545년을 기념하기 위한 것으로 웅장함과 탁 뜨인 바다 전경이 일품이다.",061-807-2020,국토교통부,2020-08-31,4810000,전라남도 여수시
불갑사관광지,관광지,전라남도 영광군 불갑면 불갑사로 450,전라남도 영광군 불갑면 모악리 408-2,35.199675,126.550047,137517,관광안내소(350-4889),영광힐링컨벤션타운,,,,,1992-02-09,10000,3400,유서깊은 불교문화의 역사와 수려한 자연경관를 간직한 불갑사 지구의 관광명소이며 관광수요에 능동적으로 대처할 수 있는 휴식공간 제공,061-350-5758,전라남도 영광군청,2021-09-17,4970000,전라남도 영광군
협재관광지,관광지,,제주특별자치도 제주시 한림읍 협재리 2450,33.3935073,126.2384709,214300,관리사무소+화장실(4동)+취사장(2동)+샤워탈의장(2동)+주차장,,다목적운동장+해수풀장,야영장+조경휴게소,,,1985-06-21,15000,534,에메랄드 빛 바다색과 비양도 절경을 품고 있는 제주시 서부 대표 휴양지,064-728-2762,제주시청,2021-09-17,6510000,제주특별자치도 제주시
곽지관광지,관광지,,제주특별자치도 제주시 애월읍 곽지리 1566,33.4499564,126.3041171,235020,관리사무소+화장실(2동)+주차장+목욕장,,,야영장+조경휴게소+광장,,,2004-07-19,15000,331,접근성이 좋고 바닷물과 노천탕을 동시에 즐길 수 있는 제주시 서부 대표 휴양지,064-728-2762,제주시청,2021-09-17,6510000,제주특별자치도 제주시
김녕관광지,관광지,,제주특별자치도 제주시 구좌읍 김녕리 497-5,33.5548971,126.7656156,161324,관리사무소+화장실(2동)+주차장+샤워탈의장+취사장+여름파출소,숙박시설,다목적운동장+야영장+피그닉장+광장+조경휴게지,,,,1971-05-20,10000,234,"해양레져스포츠, 캠핑 등 즐길거리가 가득한 제주시 동부 대표 휴양지",064-728-2762,제주시청,2021-09-17,6510000,제주특별자치도 제주시
장림포구,관광지,부산광역시 사하구 장림로 93번길 72(장림동),부산광역시 사하구 장림동 1092,35.07915955,128.9513486,0,화장실,,놀이촌,문화촌,맛술촌,해양보호구역 홍보관,1900-01-01,0,0,"배가 드나드는 강의 어귀로 조선시대 군사요충지였으며, 부네치아라 불림",051-220-4502,부산광역시 사하구,2022-01-24,3340000,부산광역시 사하구
꽃보라동산,관광지,,대구광역시 북구 산격동 1500-6,35.889576,128.601059,10000,화장실+벤치+벚꽃길,,,,,,2017-03-14,3000,50,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
운암지수변공원,관광지,,대구광역시 북구 구암동 349,35.932633,128.567671,17962,화장실+데크로드+분수대+생활공원+유아숲체험원,,,,,,2017-03-14,10000,50,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
팔달대교 야경,관광지,,대구광역시 북구 팔달동 524-4,35.895353,128.550766,10000,조명시설,,,,,,2017-03-14,1000,0,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
금호강하중도,관광지,,대구광역시 북구 노곡동 673,35.900092,128.559326,223000,화장실+주차장,,,,,,2017-03-14,50000,2000,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
경북대학교 캠퍼스,관광지,대구광역시 북구 대학로80,대구광역시 북구 산격동 1370-1,35.88909849,128.6143217,1317639,화장실+주차장+휴게시설,,,,,,2017-03-14,50000,5000,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
함지공원,관광지,대구광역시 북구 동암로38길 9,대구광역시 북구 구암동 775-6,35.9424608,128.570482,44385,화장실+주차장+음악공원시설+물놀이시설+휴게시설,,,,,,2017-03-14,10000,100,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
구암서원,관광지,대구광역시 북구 연암공원로17길 20,대구광역시 북구 산격동 산79-1,35.89881592,128.5989989,65000,화장실+주차장+관광안내시설+휴게시설,,,,,,2017-03-14,500,30,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
침산정,관광지,대구광역시 북구 침산남로9길 118,대구광역시 북구 침산동 1168-3,35.897221,128.5848591,291080,화장실+주차장+휴게시설,,,,,,2017-03-14,500,50,대구광역시 북구 8경사진찍기좋은명소,053-665-4324,대구광역시 북구청,2022-01-20,3450000,대구광역시 북구
두타연,관광지,강원도 방산면 두타연로 297,강원도 양구군 방산면 고방산리 1024,38.272446,127.995484,30,"화장실, 주차장",,,,,,1996-05-07,1000,50,"금강산에서 발원한 물줄기가 골짜기를 만나 아담한 폭포를 이루고, 그 아래 만들어진 너른 소를 일컫는다.",033-480-2278,강원도 양구군청,2020-06-30,4320000,강원도 양구군
한반도섬,관광지,강원도 양구군 양구읍 고대리 649-1,강원도 양구군 양구읍 고대리 649-1,38.130582,127.982972,4500,"화장실, 주차장",,"파로호뱃길나루터: 카누, 카약, 수상자전거, 마이보트 이용가능",,,,2009-07-09,5000,100,한반도지형을 그대로 축소한 섬,033-480-2237,강원도 양구군청,2020-06-30,4320000,강원도 양구군
용평관광단지,관광단지,,"강원도 평창군 대관령면 용산리, 수하리 일원",37.660871,128.666483,16219204,"주차장, 화장실",콘도 및 호텔,"스키장, 골프장",,"상가, 음식점, 카페 등",,2001-02-21,64000,2837,"버치힐GC, 워터파크, 그린피아콘도, 드래곤밸리호텔 등 숙박시설 및 유원시설, 골프시설이 갖춰져 있으며, 사계절 휴양 가능한 복합 리조트이다.",033-330-2746,강원도 평창군청,2021-09-15,4280000,강원도 평창군
알펜시아관광단지,관광단지,강원도 평창군 대관령면 솔봉로 325 일원,강원도 평창군 대관령면 용산리 425 일원,37.6552224,128.681494,4855224,"주차장, 화장실",콘도 및 호텔,"스키장, 골프장","생태학습원, 뮤직텐트,콘서트홀, 강원학생체육훈련장, 채플, 아름드리원, 늘푸른원, 야생화원, 숲마루원","상가, 명품아울렛, 초콜릿전시관",,2005-09-23,40000,2800,"사계절 복합 리조트 시설을 갖추고 있음. 골프지구, 리조트빌리지지구, 스키지구, 동계올림픽지구로 구성되어 있으며 스키전망대 등 스키시설과 유원시설, 골프시설 등이 조성되어있다.",033-330-2746,강원도 평창군청,2021-09-15,4280000,강원도 평창군
